gameid,date,team,position,playername,performance
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,GAM Esports,mid,Kati,3341.5
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,GAM Esports,bot,Slayder,2634.2
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,GAM Esports,sup,Palette,3341.3
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,Team Whales,top,Sparda,3013.5
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,Team Whales,jng,BeanJ,2445.8
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,Team Whales,mid,Gloryy,2651.2
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,Team Whales,bot,Artemis,3009.7
ESPORTSTMNT06_2831004,2023-10-15 05:44:39,Team Whales,sup,Bie,2142.6
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,PSG Talon,top,Azhi,3840.2
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,PSG Talon,jng,JunJia,2136.0
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,PSG Talon,mid,Maple,4794.2
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,PSG Talon,bot,Wako,3971.0
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,PSG Talon,sup,Woody,1913.1
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,Team BDS,top,Adam,1926.6
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,Team BDS,jng,Sheo,1477.3
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,Team BDS,mid,nuc,2889.5
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,Team BDS,bot,Crownie,3049.1
ESPORTSTMNT06_2829991,2023-10-15 06:45:24,Team BDS,sup,Labrov,1767.5
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,Team BDS,top,Adam,1670.3
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,Team BDS,jng,Sheo,2023.1
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,Team BDS,mid,nuc,2149.0
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,Team BDS,bot,Crownie,1972.3
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,Team BDS,sup,Labrov,1540.6000000000001
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,PSG Talon,top,Azhi,2644.7
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,PSG Talon,jng,JunJia,1911.2
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,PSG Talon,mid,Maple,3646.6
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,PSG Talon,bot,Wako,2962.7
ESPORTSTMNT06_2829999,2023-10-15 07:41:09,PSG Talon,sup,Woody,2168.9
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,Team BDS,top,Adam,4950.0
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,Team BDS,jng,Sheo,4453.299999999999
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,Team BDS,mid,nuc,6248.2
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,Team BDS,bot,Crownie,4676.2
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,Team BDS,sup,Labrov,2787.8
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,PSG Talon,top,Azhi,5826.3
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,PSG Talon,jng,JunJia,2732.6
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,PSG Talon,mid,Maple,4454.4
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,PSG Talon,bot,Wako,5854.3
ESPORTSTMNT06_2831008,2023-10-15 08:30:03,PSG Talon,sup,Woody,2828.2
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,PSG Talon,top,Azhi,1727.2
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,PSG Talon,jng,JunJia,2254.4
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,PSG Talon,mid,Maple,2877.9
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,PSG Talon,bot,Wako,2531.9
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,PSG Talon,sup,Woody,1680.1
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,Team BDS,top,Adam,3147.1
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,Team BDS,jng,Sheo,2279.6000000000004
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,Team BDS,mid,nuc,2719.9
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,Team BDS,bot,Crownie,3969.7
ESPORTSTMNT06_2830032,2023-10-15 09:32:00,Team BDS,sup,Labrov,2458.1000000000004
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,PSG Talon,top,Azhi,3118.8
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,PSG Talon,jng,JunJia,2477.2
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,PSG Talon,mid,Maple,4363.8
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,PSG Talon,bot,Wako,4771.7
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,PSG Talon,sup,Woody,2263.5
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,Team BDS,top,Adam,3004.2
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,Team BDS,jng,Sheo,4036.7999999999997
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,Team BDS,mid,nuc,4442.9
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,Team BDS,bot,Crownie,3737.9
ESPORTSTMNT06_2830000,2023-10-15 10:18:58,Team BDS,sup,Labrov,2456.7000000000003
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,T1,top,Zeus,4591.7
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,T1,jng,Oner,2331.1
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,T1,mid,Faker,3235.8
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,T1,bot,Gumayusi,4311.6
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,T1,sup,Keria,3328.7
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,Team Liquid,top,Summit,2361.8
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,Team Liquid,jng,Pyosik,2752.6
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,Team Liquid,mid,APA,2644.5
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,Team Liquid,bot,Yeon,3092.8
ESPORTSTMNT03_3216888,2023-10-19 05:16:33,Team Liquid,sup,CoreJJ,2341.8
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,Cloud9,top,Fudge,2663.0
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,Cloud9,jng,Blaber,2998.1
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,Cloud9,mid,EMENES,1463.9
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,Cloud9,bot,Berserker,2552.5
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,Cloud9,sup,Zven,1723.0
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,MAD Lions KOI,top,Chasy,2211.2
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,MAD Lions KOI,jng,Elyoya,1486.8
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,MAD Lions KOI,mid,Nisqy,2725.6
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,MAD Lions KOI,bot,Carzzy,2857.2
ESPORTSTMNT03_3218003,2023-10-19 06:27:15,MAD Lions KOI,sup,Hylissang,1650.2
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,Gen.G,top,Doran,2662.4
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,Gen.G,jng,Peanut,2391.8999999999996
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,Gen.G,mid,Chovy,2805.7
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,Gen.G,bot,Peyz,2321.8
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,Gen.G,sup,Delight,1763.9
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,GAM Esports,top,Kiaya,2071.9
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,GAM Esports,jng,Levi,1339.3
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,GAM Esports,mid,Kati,1442.0
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,GAM Esports,bot,Slayder,1840.6
ESPORTSTMNT03_3217922,2023-10-19 07:26:16,GAM Esports,sup,Palette,1422.3999999999999
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,Team BDS,top,Adam,2331.2
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,Team BDS,jng,Sheo,1555.3000000000002
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,Team BDS,mid,nuc,2202.9
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,Team BDS,bot,Crownie,1635.6
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,Team BDS,sup,Labrov,1733.6000000000001
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,JD Gaming,top,369,2181.4
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,JD Gaming,jng,Kanavi,2300.1
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,JD Gaming,mid,knight,2569.7
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,JD Gaming,bot,Ruler,3333.6
ESPORTSTMNT03_3217931,2023-10-19 08:30:33,JD Gaming,sup,MISSING,1931.3999999999999
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,G2 Esports,top,BrokenBlade,3688.2
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,G2 Esports,jng,Yike,5126.7
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,G2 Esports,mid,Caps,3041.0
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,G2 Esports,bot,Hans Sama,4742.2
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,G2 Esports,sup,Mikyx,3373.3
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,Dplus KIA,top,Canna,6116.2
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,Dplus KIA,jng,Canyon,2138.3
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,Dplus KIA,mid,ShowMaker,5762.5
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,Dplus KIA,bot,Deft,5788.6
ESPORTSTMNT03_3216935,2023-10-19 09:25:46,Dplus KIA,sup,Kellin,2262.6
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,Weibo Gaming,top,TheShy,3560.5
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,Weibo Gaming,jng,Weiwei,1902.3
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,Weibo Gaming,mid,Xiaohu,3323.1
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,Weibo Gaming,bot,Light,3035.0
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,Weibo Gaming,sup,Crisp,1842.5
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,NRG Kia,top,Dhokla,1512.0
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,NRG Kia,jng,Contractz,1861.4
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,NRG Kia,mid,Palafox,1985.7
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,NRG Kia,bot,FBI,1547.0
ESPORTSTMNT03_3216952,2023-10-19 10:39:50,NRG Kia,sup,IgNar,1291.9
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,LNG Esports,top,Zika,3121.5
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,LNG Esports,jng,Tarzan,2365.2
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,LNG Esports,mid,Scout,4479.0
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,LNG Esports,bot,GALA,3164.4
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,LNG Esports,sup,Hang,2233.5
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,Fnatic,top,Oscarinin,2200.9
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,Fnatic,jng,Razork,3306.1
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,Fnatic,mid,Humanoid,2720.7
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,Fnatic,bot,Noah,2555.4
ESPORTSTMNT03_3216971,2023-10-19 11:36:22,Fnatic,sup,Trymbi,1901.9
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,Bilibili Gaming,top,Bin,4461.3
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,Bilibili Gaming,jng,Xun,5143.4
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,Bilibili Gaming,mid,Yagao,6750.9
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,Bilibili Gaming,bot,Elk,7578.3
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,Bilibili Gaming,sup,ON,3711.8999999999996
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,KT Rolster,top,Kiin,3695.5
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,KT Rolster,jng,Cuzz,2689.7
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,KT Rolster,mid,Bdd,4477.3
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,KT Rolster,bot,Aiming,5295.2
ESPORTSTMNT03_3219025,2023-10-19 12:33:49,KT Rolster,sup,Lehends,2606.2000000000003
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,NRG Kia,top,Dhokla,3478.1
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,NRG Kia,jng,Contractz,2456.1
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,NRG Kia,mid,Palafox,3320.5
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,NRG Kia,bot,FBI,3216.0
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,NRG Kia,sup,IgNar,2843.9
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,Team Liquid,top,Summit,2120.5
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,Team Liquid,jng,Pyosik,2245.7999999999997
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,Team Liquid,mid,APA,2518.7
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,Team Liquid,bot,Yeon,2596.8
ESPORTSTMNT03_3220077,2023-10-20 05:11:30,Team Liquid,sup,CoreJJ,1537.4
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,Cloud9,top,Fudge,2935.3
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,Cloud9,jng,Blaber,2126.4
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,Cloud9,mid,EMENES,3022.1
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,Cloud9,bot,Berserker,2620.1
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,Cloud9,sup,Zven,2333.8
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,LNG Esports,top,Zika,3659.2
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,LNG Esports,jng,Tarzan,3000.0
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,LNG Esports,mid,Scout,4303.3
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,LNG Esports,bot,GALA,3396.0
ESPORTSTMNT03_3220092,2023-10-20 06:10:17,LNG Esports,sup,Hang,2069.8
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,MAD Lions KOI,top,Chasy,3723.7
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,MAD Lions KOI,jng,Elyoya,2715.3
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,MAD Lions KOI,mid,Nisqy,2444.5
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,MAD Lions KOI,bot,Carzzy,3905.8
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,MAD Lions KOI,sup,Hylissang,2298.0
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,Team BDS,top,Adam,2026.5
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,Team BDS,jng,Sheo,1453.6000000000001
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,Team BDS,mid,nuc,3589.7
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,Team BDS,bot,Crownie,2572.6
ESPORTSTMNT03_3219136,2023-10-20 07:32:53,Team BDS,sup,Labrov,1889.4
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,Fnatic,top,Oscarinin,2523.3
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,Fnatic,jng,Razork,1772.8
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,Fnatic,mid,Humanoid,3195.7
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,Fnatic,bot,Noah,2788.2
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,Fnatic,sup,Trymbi,1580.5
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,GAM Esports,top,Kiaya,2093.4
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,GAM Esports,jng,Levi,1433.9
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,GAM Esports,mid,Kati,2586.0
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,GAM Esports,bot,Slayder,1563.5
ESPORTSTMNT03_3220115,2023-10-20 08:29:39,GAM Esports,sup,Palette,1278.4
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,Gen.G,top,Doran,2716.6
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,Gen.G,jng,Peanut,2278.4
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,Gen.G,mid,Chovy,2800.1
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,Gen.G,bot,Peyz,3016.1
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,Gen.G,sup,Delight,1724.4
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,T1,top,Zeus,1972.9
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,T1,jng,Oner,1706.3000000000002
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,T1,mid,Faker,3589.7
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,T1,bot,Gumayusi,1735.4
ESPORTSTMNT03_3220119,2023-10-20 09:21:32,T1,sup,Keria,1311.7
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,G2 Esports,top,BrokenBlade,4185.6
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,G2 Esports,jng,Yike,2448.5
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,G2 Esports,mid,Caps,4430.6
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,G2 Esports,bot,Hans Sama,6018.7
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,G2 Esports,sup,Mikyx,3543.2
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,Weibo Gaming,top,TheShy,4300.4
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,Weibo Gaming,jng,Weiwei,3934.7999999999997
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,Weibo Gaming,mid,Xiaohu,4503.1
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,Weibo Gaming,bot,Light,4420.8
ESPORTSTMNT03_3221117,2023-10-20 10:16:29,Weibo Gaming,sup,Crisp,2603.5
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,JD Gaming,top,369,2570.8
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,JD Gaming,jng,Kanavi,2898.3
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,JD Gaming,mid,knight,3213.8
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,JD Gaming,bot,Ruler,3519.6
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,JD Gaming,sup,MISSING,1931.6999999999998
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,Bilibili Gaming,top,Bin,2497.7
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,Bilibili Gaming,jng,Xun,1388.5
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,Bilibili Gaming,mid,Yagao,2256.6
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,Bilibili Gaming,bot,Elk,2300.0
ESPORTSTMNT03_3221130,2023-10-20 11:23:33,Bilibili Gaming,sup,ON,1890.6999999999998
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,Dplus KIA,top,Canna,2453.3
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,Dplus KIA,jng,Canyon,1593.3999999999999
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,Dplus KIA,mid,ShowMaker,4033.9
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,Dplus KIA,bot,Deft,4199.7
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,Dplus KIA,sup,Kellin,1342.7
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,KT Rolster,top,Kiin,3085.9
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,KT Rolster,jng,Cuzz,2295.8
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,KT Rolster,mid,Bdd,2352.0
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,KT Rolster,bot,Aiming,4060.1
ESPORTSTMNT03_3220154,2023-10-20 12:12:39,KT Rolster,sup,Lehends,1823.6
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,JD Gaming,top,369,2224.0
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,JD Gaming,jng,Kanavi,2356.6
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,JD Gaming,mid,knight,3202.3
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,JD Gaming,bot,Ruler,2878.3
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,JD Gaming,sup,MISSING,2321.3
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,LNG Esports,top,Zika,1811.7
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,LNG Esports,jng,Tarzan,1733.5
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,LNG Esports,mid,Scout,1702.1
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,LNG Esports,bot,GALA,2144.3
ESPORTSTMNT03_3219305,2023-10-21 07:11:26,LNG Esports,sup,Hang,1613.5
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,LNG Esports,top,Zika,2910.3
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,LNG Esports,jng,Tarzan,1898.4
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,LNG Esports,mid,Scout,2819.7
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,LNG Esports,bot,GALA,3075.6
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,LNG Esports,sup,Hang,2005.1000000000001
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,JD Gaming,top,369,2327.4
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,JD Gaming,jng,Kanavi,2039.3999999999999
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,JD Gaming,mid,knight,3075.2
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,JD Gaming,bot,Ruler,2363.6
ESPORTSTMNT03_3221271,2023-10-21 07:58:13,JD Gaming,sup,MISSING,1250.4
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,JD Gaming,top,369,2919.3
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,JD Gaming,jng,Kanavi,1858.9
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,JD Gaming,mid,knight,2487.5
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,JD Gaming,bot,Ruler,2349.9
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,JD Gaming,sup,MISSING,2117.1
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,LNG Esports,top,Zika,1970.8
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,LNG Esports,jng,Tarzan,1455.0
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,LNG Esports,mid,Scout,2126.2
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,LNG Esports,bot,GALA,2574.0
ESPORTSTMNT03_3219318,2023-10-21 08:47:41,LNG Esports,sup,Hang,1589.3000000000002
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,G2 Esports,top,BrokenBlade,3016.0
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,G2 Esports,jng,Yike,2752.1
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,G2 Esports,mid,Caps,3516.9
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,G2 Esports,bot,Hans Sama,3053.8
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,G2 Esports,sup,Mikyx,2495.8
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,Gen.G,top,Doran,4233.9
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,Gen.G,jng,Peanut,2620.7
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,Gen.G,mid,Chovy,4193.1
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,Gen.G,bot,Peyz,3760.8
ESPORTSTMNT03_3221276,2023-10-21 09:38:23,Gen.G,sup,Delight,2123.6
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,G2 Esports,top,BrokenBlade,2245.1
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,G2 Esports,jng,Yike,2546.1
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,G2 Esports,mid,Caps,3573.2
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,G2 Esports,bot,Hans Sama,2730.0
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,G2 Esports,sup,Mikyx,2058.4
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,Gen.G,top,Doran,3688.9
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,Gen.G,jng,Peanut,2388.9
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,Gen.G,mid,Chovy,3831.1
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,Gen.G,bot,Peyz,4761.2
ESPORTSTMNT03_3219326,2023-10-21 10:28:40,Gen.G,sup,Delight,2288.3
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,T1,top,Zeus,2870.9
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,T1,jng,Oner,2637.5
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,T1,mid,Faker,1467.1
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,T1,bot,Gumayusi,2663.1
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,T1,sup,Keria,2304.5
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,Cloud9,top,Fudge,1619.3
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,Cloud9,jng,Blaber,965.8000000000001
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,Cloud9,mid,EMENES,1725.3
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,Cloud9,bot,Berserker,1397.6
ESPORTSTMNT03_3221373,2023-10-22 07:11:08,Cloud9,sup,Zven,1496.1000000000001
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,NRG Kia,top,Dhokla,4033.5
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,NRG Kia,jng,Contractz,4484.2
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,NRG Kia,mid,Palafox,5000.5
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,NRG Kia,bot,FBI,5958.5
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,NRG Kia,sup,IgNar,2770.3
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,MAD Lions KOI,top,Chasy,3877.0
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,MAD Lions KOI,jng,Elyoya,2391.2000000000003
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,MAD Lions KOI,mid,Nisqy,4366.5
