gameid,date,team,position,playername,performance
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,MAD Lions KOI,bot,Carzzy,4337.6
ESPORTSTMNT03_3219448,2023-10-22 07:58:04,MAD Lions KOI,sup,Hylissang,3172.9
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Bilibili Gaming,top,Bin,3392.4
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Bilibili Gaming,jng,Xun,2350.8
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Bilibili Gaming,mid,Yagao,3067.9
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Bilibili Gaming,bot,Elk,5786.2
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Bilibili Gaming,sup,ON,2684.7000000000003
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Fnatic,top,Oscarinin,2988.7
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Fnatic,jng,Razork,2198.2
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Fnatic,mid,Humanoid,2499.4
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Fnatic,bot,Noah,3000.2
ESPORTSTMNT03_3220442,2023-10-22 09:08:52,Fnatic,sup,Trymbi,2095.6
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,KT Rolster,top,Kiin,3124.7
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,KT Rolster,jng,Cuzz,2936.4
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,KT Rolster,mid,Bdd,3766.7
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,KT Rolster,bot,Aiming,5538.0
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,KT Rolster,sup,Lehends,2575.6
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,Weibo Gaming,top,TheShy,3466.5
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,Weibo Gaming,jng,Weiwei,1726.6000000000001
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,Weibo Gaming,mid,Xiaohu,3259.4
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,Weibo Gaming,bot,Light,4298.5
ESPORTSTMNT03_3220452,2023-10-22 10:06:38,Weibo Gaming,sup,Crisp,1763.1
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,Team Liquid,top,Summit,1786.4
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,Team Liquid,jng,Pyosik,1734.8
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,Team Liquid,mid,APA,2786.5
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,Team Liquid,bot,Yeon,2590.6
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,Team Liquid,sup,CoreJJ,1595.9
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,GAM Esports,top,Kiaya,3383.0
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,GAM Esports,jng,Levi,2328.1
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,GAM Esports,mid,Kati,3495.5
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,GAM Esports,bot,Slayder,2698.3
ESPORTSTMNT03_3220521,2023-10-23 07:12:04,GAM Esports,sup,Palette,2008.1000000000001
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,Team Liquid,top,Summit,2104.2
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,Team Liquid,jng,Pyosik,2685.0
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,Team Liquid,mid,APA,2262.7
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,Team Liquid,bot,Yeon,2123.5
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,Team Liquid,sup,CoreJJ,1546.0
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,GAM Esports,top,Kiaya,2459.8
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,GAM Esports,jng,Levi,1543.8000000000002
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,GAM Esports,mid,Kati,2401.8
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,GAM Esports,bot,Slayder,1905.2
ESPORTSTMNT03_3219546,2023-10-23 08:01:39,GAM Esports,sup,Palette,1639.2
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,GAM Esports,top,Kiaya,3303.7
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,GAM Esports,jng,Levi,3487.2
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,GAM Esports,mid,Kati,4148.9
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,GAM Esports,bot,Slayder,3198.6
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,GAM Esports,sup,Palette,2165.3
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,Team Liquid,top,Summit,3065.6
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,Team Liquid,jng,Pyosik,1737.2
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,Team Liquid,mid,APA,3279.8
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,Team Liquid,bot,Yeon,2671.0
ESPORTSTMNT03_3221490,2023-10-23 08:46:50,Team Liquid,sup,CoreJJ,2045.0
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Dplus KIA,top,Canna,2948.9
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Dplus KIA,jng,Canyon,2433.0
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Dplus KIA,mid,ShowMaker,2379.9
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Dplus KIA,bot,Deft,3025.7
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Dplus KIA,sup,Kellin,2775.6000000000004
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Team BDS,top,Adam,1294.8
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Team BDS,jng,Sheo,1331.7
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Team BDS,mid,nuc,1861.0
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Team BDS,bot,Crownie,2151.1
ESPORTSTMNT03_3220544,2023-10-23 09:51:41,Team BDS,sup,Labrov,1420.6
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Team BDS,top,Adam,1581.8
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Team BDS,jng,Sheo,1308.5
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Team BDS,mid,nuc,1465.5
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Team BDS,bot,Crownie,1576.1
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Team BDS,sup,Labrov,1270.1000000000001
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Dplus KIA,top,Canna,1853.1
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Dplus KIA,jng,Canyon,1898.4
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Dplus KIA,mid,ShowMaker,2373.8
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Dplus KIA,bot,Deft,2623.2
ESPORTSTMNT03_3220561,2023-10-23 10:36:07,Dplus KIA,sup,Kellin,1408.5
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Cloud9,top,Fudge,5834.5
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Cloud9,jng,Blaber,3572.1
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Cloud9,mid,EMENES,4572.1
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Cloud9,bot,Berserker,4338.6
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Cloud9,sup,Zven,2627.7
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Fnatic,top,Oscarinin,3225.1
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Fnatic,jng,Razork,2503.7999999999997
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Fnatic,mid,Humanoid,5286.5
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Fnatic,bot,Noah,3404.7
ESPORTSTMNT03_3221871,2023-10-26 07:10:58,Fnatic,sup,Trymbi,2072.5
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Fnatic,top,Oscarinin,3042.4
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Fnatic,jng,Razork,2814.2999999999997
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Fnatic,mid,Humanoid,3585.2
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Fnatic,bot,Noah,2625.1
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Fnatic,sup,Trymbi,1878.5
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Cloud9,top,Fudge,1853.9
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Cloud9,jng,Blaber,3288.5
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Cloud9,mid,EMENES,2557.9
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Cloud9,bot,Berserker,1863.5
ESPORTSTMNT03_3221880,2023-10-26 08:12:12,Cloud9,sup,Zven,1726.8000000000002
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Cloud9,top,Fudge,2524.2
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Cloud9,jng,Blaber,2254.6
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Cloud9,mid,EMENES,3357.4
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Cloud9,bot,Berserker,4463.2
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Cloud9,sup,Zven,1982.5
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Fnatic,top,Oscarinin,4293.0
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Fnatic,jng,Razork,3054.7
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Fnatic,mid,Humanoid,3761.7
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Fnatic,bot,Noah,4796.3
ESPORTSTMNT03_3220950,2023-10-26 08:59:34,Fnatic,sup,Trymbi,2590.1
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,MAD Lions KOI,top,Chasy,2229.8
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,MAD Lions KOI,jng,Elyoya,1931.1000000000001
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,MAD Lions KOI,mid,Nisqy,4216.7
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,MAD Lions KOI,bot,Carzzy,4200.4
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,MAD Lions KOI,sup,Hylissang,2000.3999999999999
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,Weibo Gaming,top,TheShy,3485.6
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,Weibo Gaming,jng,Weiwei,1787.5
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,Weibo Gaming,mid,Xiaohu,3098.1
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,Weibo Gaming,bot,Light,4455.2
ESPORTSTMNT03_3219949,2023-10-26 09:58:42,Weibo Gaming,sup,Crisp,3229.7
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,MAD Lions KOI,top,Chasy,2043.8
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,MAD Lions KOI,jng,Elyoya,1867.0
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,MAD Lions KOI,mid,Nisqy,2234.9
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,MAD Lions KOI,bot,Carzzy,2547.6
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,MAD Lions KOI,sup,Hylissang,1904.1999999999998
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,Weibo Gaming,top,TheShy,3322.4
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,Weibo Gaming,jng,Weiwei,1920.2
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,Weibo Gaming,mid,Xiaohu,3508.9
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,Weibo Gaming,bot,Light,3396.4
ESPORTSTMNT03_3220979,2023-10-26 10:55:24,Weibo Gaming,sup,Crisp,2129.5
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,Dplus KIA,top,Canna,1544.7
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,Dplus KIA,jng,Canyon,1442.8999999999999
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,Dplus KIA,mid,ShowMaker,2290.0
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,Dplus KIA,bot,Deft,2711.1
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,Dplus KIA,sup,Kellin,1744.9
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,GAM Esports,top,Kiaya,1658.7
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,GAM Esports,jng,Levi,1252.1000000000001
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,GAM Esports,mid,Kati,1802.0
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,GAM Esports,bot,Slayder,1730.1
ESPORTSTMNT03_3222049,2023-10-27 07:12:51,GAM Esports,sup,Palette,1227.7
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,GAM Esports,top,Kiaya,1504.8
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,GAM Esports,jng,Levi,1409.0
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,GAM Esports,mid,Kati,1513.7
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,GAM Esports,bot,Slayder,1433.9
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,GAM Esports,sup,Palette,1330.8
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,Dplus KIA,top,Canna,3045.1
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,Dplus KIA,jng,Canyon,1956.5
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,Dplus KIA,mid,ShowMaker,3163.8
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,Dplus KIA,bot,Deft,3263.9
ESPORTSTMNT03_3223036,2023-10-27 08:00:54,Dplus KIA,sup,Kellin,2002.9
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,KT Rolster,top,Kiin,2292.1
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,KT Rolster,jng,Cuzz,2278.9
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,KT Rolster,mid,Bdd,3410.0
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,KT Rolster,bot,Aiming,3672.4
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,KT Rolster,sup,Lehends,1888.8
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,LNG Esports,top,Zika,2534.5
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,LNG Esports,jng,Tarzan,2197.0
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,LNG Esports,mid,Scout,3374.1
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,LNG Esports,bot,GALA,5233.9
ESPORTSTMNT03_3223037,2023-10-27 08:51:38,LNG Esports,sup,Hang,2462.8
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,KT Rolster,top,Kiin,2792.1
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,KT Rolster,jng,Cuzz,2328.7
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,KT Rolster,mid,Bdd,2782.1
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,KT Rolster,bot,Aiming,3457.8
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,KT Rolster,sup,Lehends,1868.0
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,LNG Esports,top,Zika,2936.3
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,LNG Esports,jng,Tarzan,1181.3
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,LNG Esports,mid,Scout,2511.6
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,LNG Esports,bot,GALA,2215.5
ESPORTSTMNT03_3222000,2023-10-27 09:46:51,LNG Esports,sup,Hang,1183.1999999999998
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,LNG Esports,top,Zika,2481.3
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,LNG Esports,jng,Tarzan,2427.4
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,LNG Esports,mid,Scout,2299.6
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,LNG Esports,bot,GALA,2892.3
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,LNG Esports,sup,Hang,1870.8
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,KT Rolster,top,Kiin,2039.8
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,KT Rolster,jng,Cuzz,1190.6000000000001
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,KT Rolster,mid,Bdd,1919.6
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,KT Rolster,bot,Aiming,2130.3
ESPORTSTMNT03_3224008,2023-10-27 10:40:01,KT Rolster,sup,Lehends,1243.1
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,NRG Kia,top,Dhokla,2907.4
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,NRG Kia,jng,Contractz,2959.6
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,NRG Kia,mid,Palafox,3080.8
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,NRG Kia,bot,FBI,3502.6
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,NRG Kia,sup,IgNar,3068.6
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,G2 Esports,top,BrokenBlade,2262.3
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,G2 Esports,jng,Yike,1597.2
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,G2 Esports,mid,Caps,2810.0
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,G2 Esports,bot,Hans Sama,2089.6
ESPORTSTMNT03_3223190,2023-10-28 07:11:53,G2 Esports,sup,Mikyx,1955.1999999999998
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,G2 Esports,top,BrokenBlade,1969.1
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,G2 Esports,jng,Yike,1632.4
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,G2 Esports,mid,Caps,2465.5
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,G2 Esports,bot,Hans Sama,2959.7
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,G2 Esports,sup,Mikyx,1645.8000000000002
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,NRG Kia,top,Dhokla,3583.9
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,NRG Kia,jng,Contractz,2359.5
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,NRG Kia,mid,Palafox,3023.5
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,NRG Kia,bot,FBI,3543.0
ESPORTSTMNT03_3224155,2023-10-28 08:04:52,NRG Kia,sup,IgNar,2444.7000000000003
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,T1,top,Zeus,3744.7
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,T1,jng,Oner,1570.7
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,T1,mid,Faker,2405.8
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,T1,bot,Gumayusi,2319.9
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,T1,sup,Keria,3072.1
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,Bilibili Gaming,top,Bin,1532.5
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,Bilibili Gaming,jng,Xun,2047.3
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,Bilibili Gaming,mid,Yagao,1795.6
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,Bilibili Gaming,bot,Elk,2366.8
ESPORTSTMNT03_3223206,2023-10-28 08:57:01,Bilibili Gaming,sup,ON,1494.1999999999998
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,Bilibili Gaming,top,Bin,2326.2
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,Bilibili Gaming,jng,Xun,1605.3999999999999
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,Bilibili Gaming,mid,Yagao,3391.4
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,Bilibili Gaming,bot,Elk,2582.9
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,Bilibili Gaming,sup,ON,1221.5
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,T1,top,Zeus,2622.8
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,T1,jng,Oner,2490.5
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,T1,mid,Faker,2807.1
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,T1,bot,Gumayusi,3873.7
ESPORTSTMNT03_3224164,2023-10-28 09:44:55,T1,sup,Keria,2528.1
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,KT Rolster,top,Kiin,3423.9
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,KT Rolster,jng,Cuzz,2055.0
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,KT Rolster,mid,Bdd,2931.4
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,KT Rolster,bot,Aiming,3922.2
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,KT Rolster,sup,Lehends,2068.4
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,Dplus KIA,top,Canna,3045.1
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,Dplus KIA,jng,Canyon,1948.0
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,Dplus KIA,mid,ShowMaker,2498.0
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,Dplus KIA,bot,Deft,3581.8
ESPORTSTMNT03_3224254,2023-10-29 04:10:31,Dplus KIA,sup,Kellin,1963.3000000000002
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,Dplus KIA,top,Canna,3884.8
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,Dplus KIA,jng,Canyon,3207.5
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,Dplus KIA,mid,ShowMaker,3530.8
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,Dplus KIA,bot,Deft,4757.9
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,Dplus KIA,sup,Kellin,2582.5
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,KT Rolster,top,Kiin,4975.8
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,KT Rolster,jng,Cuzz,2604.8
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,KT Rolster,mid,Bdd,4337.3
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,KT Rolster,bot,Aiming,6728.8
ESPORTSTMNT03_3222348,2023-10-29 05:04:33,KT Rolster,sup,Lehends,2915.5
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Fnatic,top,Oscarinin,2365.7
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Fnatic,jng,Razork,2466.3
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Fnatic,mid,Humanoid,3216.8
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Fnatic,bot,Noah,3967.5
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Fnatic,sup,Trymbi,1390.3
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Weibo Gaming,top,TheShy,2893.0
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Weibo Gaming,jng,Weiwei,1174.0
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Weibo Gaming,mid,Xiaohu,1879.3
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Weibo Gaming,bot,Light,2267.0
ESPORTSTMNT03_3224291,2023-10-29 06:13:06,Weibo Gaming,sup,Crisp,1563.5
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Weibo Gaming,top,TheShy,3993.5
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Weibo Gaming,jng,Weiwei,2036.2
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Weibo Gaming,mid,Xiaohu,3245.7
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Weibo Gaming,bot,Light,4382.4
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Weibo Gaming,sup,Crisp,2103.3
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Fnatic,top,Oscarinin,1269.1
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Fnatic,jng,Razork,2011.6999999999998
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Fnatic,mid,Humanoid,3199.9
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Fnatic,bot,Noah,1769.2
ESPORTSTMNT03_3224306,2023-10-29 07:06:37,Fnatic,sup,Trymbi,1965.0
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Fnatic,top,Oscarinin,2148.7
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Fnatic,jng,Razork,1579.4
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Fnatic,mid,Humanoid,1928.5
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Fnatic,bot,Noah,1860.8
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Fnatic,sup,Trymbi,1329.4
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Weibo Gaming,top,TheShy,2077.0
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Weibo Gaming,jng,Weiwei,1476.8
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Weibo Gaming,mid,Xiaohu,3037.7
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Weibo Gaming,bot,Light,3266.5
ESPORTSTMNT03_3224309,2023-10-29 07:58:05,Weibo Gaming,sup,Crisp,4208.700000000001
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,G2 Esports,top,BrokenBlade,2006.5
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,G2 Esports,jng,Yike,2922.7999999999997
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,G2 Esports,mid,Caps,3110.8
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,G2 Esports,bot,Hans Sama,3265.1
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,G2 Esports,sup,Mikyx,1818.4
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,Bilibili Gaming,top,Bin,3172.4
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,Bilibili Gaming,jng,Xun,2212.3999999999996
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,Bilibili Gaming,mid,Yagao,3737.2
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,Bilibili Gaming,bot,Elk,4745.2
ESPORTSTMNT03_3223353,2023-10-29 08:46:38,Bilibili Gaming,sup,ON,2202.5
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,G2 Esports,top,BrokenBlade,5719.1
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,G2 Esports,jng,Yike,3585.7000000000003
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,G2 Esports,mid,Caps,5198.6
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,G2 Esports,bot,Hans Sama,6522.8
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,G2 Esports,sup,Mikyx,4483.0
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,Bilibili Gaming,top,Bin,3849.2
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,Bilibili Gaming,jng,Xun,3746.3
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,Bilibili Gaming,mid,Yagao,4660.9
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,Bilibili Gaming,bot,Elk,5962.6
ESPORTSTMNT03_3223364,2023-10-29 09:43:53,Bilibili Gaming,sup,ON,3363.4
